,Idade,Altura,Peso,Sexo,Cor dos Olhos,Cor do Cabelo,Causa Morte,Local Morte,Raça,Classe Social,Serial Killer
1479,42.54,1.59,79.93,Masculino,Castanho,Castanho,Estrangulamento,Casa,Parda,Classe Baixa,Desconhecido
1,45.05,1.55,63.61,Masculino,Preto,Castanho,Envenenamento,Trabalho,Branca,Classe Baixa,Desconhecido
1360,17.96,1.75,89.55,Feminino,Castanho,Ruivo,Esfaqueamento,Rua,Negra,Classe Baixa,Desconhecido
1871,20.34,1.45,44.92,Masculino,Verde,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
471,29.1,1.88,43.22,Feminino,Verde,Castanho,Estrangulamento,Casa,Branca,Classe Alta,Desconhecido
1132,28.64,1.49,47.09,Feminino,Verde,Castanho,Estrangulamento,Rua,Amarela,Classe Alta,Desconhecido
279,20.24,1.43,68.18,Feminino,Preto,Loiro,Esfaqueamento,Escola,Negra,Classe Baixa,Desconhecido
866,54.37,1.67,78.22,Feminino,Azul,Loiro,Envenenamento,Trabalho,Branca,Classe Alta,Desconhecido
1141,32.75,1.75,31.79,Masculino,Verde,Castanho,Estrangulamento,Trabalho,Branca,Classe Alta,Desconhecido
1488,22.64,1.7,81.02,Feminino,Castanho,Castanho,Contusão,Trabalho,Parda,Classe Alta,Desconhecido
555,52.93,1.61,84.14,Masculino,Verde,Ruivo,Contusão,Rua,Branca,Classe Média,Desconhecido
2122,25.81,1.89,82.61,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
2243,32.07,1.84,74.61,Feminino,Verde,Loiro,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
1817,23.74,1.49,34.2,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
82,26.66,1.54,89.07,Masculino,Castanho,Castanho,Contusão,Escola,Amarela,Classe Alta,Desconhecido
1279,32.67,1.64,63.04,Masculino,Verde,Preto,Estrangulamento,Escola,Branca,Classe Baixa,Desconhecido
907,39.24,1.88,72.8,Masculino,Castanho,Ruivo,Contusão,Escola,Parda,Classe Média,Desconhecido
2118,29.4,1.79,80.22,Feminino,Preto,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1984,46.62,1.72,65.72,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1492,48.99,1.71,77.5,Masculino,Verde,Loiro,Envenenamento,Trabalho,Negra,Classe Média,Desconhecido
645,46.38,1.44,45.45,Masculino,Verde,Ruivo,Estrangulamento,Rua,Negra,Classe Alta,Desconhecido
615,40.07,1.46,35.48,Feminino,Preto,Castanho,Estrangulamento,Escola,Branca,Classe Média,Desconhecido
1052,47.07,1.41,49.76,Feminino,Preto,Loiro,Estrangulamento,Rua,Amarela,Classe Baixa,Desconhecido
1440,48.87,1.87,63.34,Masculino,Preto,Ruivo,Estrangulamento,Escola,Negra,Classe Alta,Desconhecido
787,24.12,1.53,54.77,Masculino,Azul,Loiro,Envenenamento,Rua,Negra,Classe Média,Desconhecido
2127,44.79,1.8,76.46,Feminino,Verde,Ruivo,Esfaqueamento,Casa,Branca,Classe Baixa,Roberto Chimarildo Tomáz
1597,20.91,1.78,45.9,Masculino,Azul,Preto,Contusão,Trabalho,Negra,Classe Alta,Desconhecido
1014,15.55,1.67,72.83,Masculino,Castanho,Loiro,Estrangulamento,Rua,Parda,Classe Baixa,Desconhecido
837,51.53,1.71,57.8,Feminino,Verde,Castanho,Contusão,Casa,Amarela,Classe Alta,Desconhecido
596,26.23,1.68,88.71,Masculino,Castanho,Castanho,Estrangulamento,Rua,Branca,Classe Baixa,Desconhecido
32,50.56,1.73,60.63,Feminino,Verde,Preto,Estrangulamento,Trabalho,Negra,Classe Média,Desconhecido
1486,30.82,1.69,52.38,Masculino,Preto,Preto,Contusão,Escola,Amarela,Classe Média,Desconhecido
1413,15.72,1.47,64.01,Feminino,Verde,Preto,Estrangulamento,Escola,Amarela,Classe Média,Desconhecido
1509,22.38,1.87,52.41,Masculino,Preto,Castanho,Estrangulamento,Trabalho,Branca,Classe Baixa,Desconhecido
1166,27.88,1.48,46.74,Feminino,Preto,Preto,Estrangulamento,Rua,Negra,Classe Alta,Desconhecido
1327,20.57,1.76,67.44,Masculino,Azul,Preto,Estrangulamento,Trabalho,Amarela,Classe Baixa,Desconhecido
319,49.43,1.62,42.21,Feminino,Verde,Loiro,Esfaqueamento,Rua,Branca,Classe Alta,Desconhecido
1370,55.34,1.7,54.74,Masculino,Castanho,Preto,Estrangulamento,Rua,Branca,Classe Alta,Desconhecido
794,33.58,1.44,88.64,Masculino,Azul,Loiro,Estrangulamento,Escola,Negra,Classe Baixa,Desconhecido
1613,47.28,1.65,84.14,Masculino,Verde,Preto,Envenenamento,Casa,Amarela,Classe Alta,Desconhecido
2062,36.21,1.65,56.53,Feminino,Verde,Preto,Envenenamento,Casa,Amarela,Classe Média,Coringon de le pinheirinho Silva
1049,12.78,1.42,87.33,Feminino,Verde,Ruivo,Estrangulamento,Rua,Negra,Classe Média,Desconhecido
1749,18.83,1.48,68.81,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
197,58.23,1.62,50.37,Masculino,Azul,Ruivo,Esfaqueamento,Casa,Amarela,Classe Média,Desconhecido
1352,49.8,1.63,43.34,Feminino,Preto,Preto,Estrangulamento,Rua,Negra,Classe Média,Desconhecido
118,57.37,1.49,56.9,Masculino,Azul,Loiro,Esfaqueamento,Casa,Negra,Classe Baixa,Desconhecido
406,12.66,1.71,64.03,Feminino,Verde,Loiro,Estrangulamento,Trabalho,Negra,Classe Média,Desconhecido
855,53.45,1.57,76.8,Feminino,Azul,Loiro,Envenenamento,Trabalho,Negra,Classe Baixa,Desconhecido
649,46.7,1.63,50.86,Masculino,Azul,Castanho,Contusão,Escola,Parda,Classe Alta,Desconhecido
740,57.6,1.52,32.33,Feminino,Azul,Ruivo,Estrangulamento,Escola,Amarela,Classe Baixa,Desconhecido
819,59.65,1.62,73.51,Masculino,Preto,Loiro,Contusão,Casa,Amarela,Classe Alta,Desconhecido
1998,43.72,1.41,56.66,Masculino,Castanho,Preto,Envenenamento,Casa,Amarela,Classe Média,Coringon de le pinheirinho Silva
71,30.4,1.72,87.8,Masculino,Preto,Ruivo,Contusão,Escola,Amarela,Classe Baixa,Desconhecido
980,45.7,1.56,70.45,Feminino,Azul,Preto,Esfaqueamento,Escola,Amarela,Classe Alta,Desconhecido
463,10.13,1.61,77.2,Masculino,Castanho,Ruivo,Esfaqueamento,Casa,Negra,Classe Média,Desconhecido
1456,12.8,1.73,43.05,Feminino,Azul,Preto,Esfaqueamento,Rua,Parda,Classe Alta,Desconhecido
1549,29.64,1.83,30.71,Masculino,Azul,Castanho,Esfaqueamento,Casa,Parda,Classe Média,Desconhecido
6,42.5,1.79,31.93,Feminino,Verde,Castanho,Envenenamento,Casa,Negra,Classe Baixa,Desconhecido
1522,52.08,1.67,62.14,Masculino,Castanho,Preto,Estrangulamento,Casa,Parda,Classe Alta,Desconhecido
1831,21.91,1.48,42.02,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1664,41.32,1.42,69.35,Masculino,Verde,Ruivo,Esfaqueamento,Casa,Negra,Classe Alta,Desconhecido
213,39.6,1.72,78.9,Masculino,Preto,Loiro,Contusão,Casa,Branca,Classe Média,Desconhecido
1446,17.78,1.87,34.97,Feminino,Azul,Preto,Envenenamento,Casa,Amarela,Classe Alta,Desconhecido
1598,10.16,1.69,68.48,Masculino,Azul,Loiro,Envenenamento,Escola,Negra,Classe Média,Desconhecido
66,13.37,1.51,62.04,Feminino,Castanho,Loiro,Envenenamento,Casa,Amarela,Classe Baixa,Desconhecido
95,52.57,1.61,84.54,Feminino,Azul,Loiro,Envenenamento,Trabalho,Amarela,Classe Baixa,Desconhecido
256,22.31,1.47,84.8,Feminino,Azul,Loiro,Esfaqueamento,Trabalho,Negra,Classe Baixa,Desconhecido
1716,10.51,1.46,41.28,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
2166,29.48,1.83,83.97,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Média,Roberto Chimarildo Tomáz
1207,27.18,1.76,55.03,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Desconhecido
683,39.92,1.41,37.32,Masculino,Castanho,Preto,Esfaqueamento,Rua,Amarela,Classe Baixa,Desconhecido
2207,24.19,1.76,82.84,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1688,27.05,1.49,77.92,Feminino,Verde,Preto,Esfaqueamento,Rua,Parda,Classe Média,Desconhecido
425,26.38,1.88,84.8,Masculino,Preto,Ruivo,Esfaqueamento,Trabalho,Branca,Classe Média,Desconhecido
1008,35.13,1.41,86.18,Masculino,Preto,Castanho,Envenenamento,Rua,Branca,Classe Média,Desconhecido
1695,10.8,1.73,53.01,Feminino,Castanho,Ruivo,Esfaqueamento,Trabalho,Amarela,Classe Alta,Desconhecido
2145,57.48,1.87,50.71,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
1468,38.53,1.75,60.22,Feminino,Verde,Preto,Esfaqueamento,Trabalho,Amarela,Classe Média,Desconhecido
1004,31.61,1.9,65.21,Masculino,Preto,Ruivo,Estrangulamento,Casa,Branca,Classe Baixa,Desconhecido
69,35.29,1.86,36.59,Feminino,Azul,Ruivo,Esfaqueamento,Escola,Amarela,Classe Baixa,Desconhecido
392,20.22,1.74,83.33,Masculino,Azul,Loiro,Envenenamento,Trabalho,Branca,Classe Alta,Desconhecido
496,43.74,1.65,45.51,Masculino,Preto,Loiro,Envenenamento,Trabalho,Amarela,Classe Baixa,Desconhecido
14,43.7,1.82,84.29,Masculino,Castanho,Preto,Esfaqueamento,Casa,Amarela,Classe Baixa,Desconhecido
1175,31.95,1.58,54.14,Masculino,Azul,Ruivo,Estrangulamento,Trabalho,Parda,Classe Média,Desconhecido
15,28.1,1.68,63.4,Feminino,Verde,Loiro,Estrangulamento,Escola,Amarela,Classe Média,Desconhecido
484,49.78,1.74,51.52,Feminino,Preto,Ruivo,Estrangulamento,Escola,Amarela,Classe Alta,Desconhecido
1023,56.97,1.88,32.73,Masculino,Azul,Loiro,Envenenamento,Escola,Branca,Classe Média,Desconhecido
1675,54.27,1.86,88.52,Feminino,Preto,Castanho,Contusão,Rua,Amarela,Classe Alta,Desconhecido
260,54.75,1.66,31.95,Masculino,Azul,Ruivo,Estrangulamento,Trabalho,Negra,Classe Alta,Desconhecido
669,10.46,1.75,38.8,Masculino,Castanho,Loiro,Envenenamento,Rua,Negra,Classe Baixa,Desconhecido
1165,30.94,1.47,66.3,Masculino,Azul,Castanho,Envenenamento,Rua,Branca,Classe Baixa,Desconhecido
749,27.87,1.56,74.43,Masculino,Castanho,Loiro,Esfaqueamento,Casa,Negra,Classe Média,Desconhecido
823,20.13,1.67,89.06,Masculino,Castanho,Ruivo,Envenenamento,Escola,Negra,Classe Alta,Desconhecido
413,40.72,1.88,72.64,Masculino,Castanho,Preto,Envenenamento,Trabalho,Branca,Classe Baixa,Desconhecido
1017,56.76,1.71,30.93,Masculino,Verde,Ruivo,Esfaqueamento,Rua,Branca,Classe Alta,Desconhecido
1367,37.13,1.66,32.6,Masculino,Preto,Ruivo,Envenenamento,Escola,Branca,Classe Alta,Desconhecido
2221,31.16,1.86,74.63,Masculino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
624,33.82,1.65,55.39,Masculino,Azul,Preto,Envenenamento,Rua,Branca,Classe Alta,Desconhecido
214,45.88,1.86,89.9,Feminino,Castanho,Ruivo,Estrangulamento,Rua,Parda,Classe Alta,Desconhecido
775,58.36,1.65,30.49,Feminino,Preto,Castanho,Estrangulamento,Trabalho,Branca,Classe Média,Desconhecido
766,10.82,1.78,34.47,Masculino,Azul,Preto,Estrangulamento,Escola,Amarela,Classe Baixa,Desconhecido
2203,29.36,1.77,83.91,Feminino,Verde,Ruivo,Estrangulamento,Rua,Branca,Classe Alta,Roberto Chimarildo Tomáz
1200,42.14,1.68,48.1,Feminino,Preto,Ruivo,Esfaqueamento,Escola,Branca,Classe Média,Desconhecido
220,42.07,1.78,41.43,Feminino,Azul,Ruivo,Envenenamento,Escola,Parda,Classe Baixa,Desconhecido
579,38.28,1.44,51.17,Feminino,Preto,Ruivo,Estrangulamento,Escola,Negra,Classe Baixa,Desconhecido
1201,31.51,1.71,64.45,Feminino,Azul,Ruivo,Esfaqueamento,Rua,Negra,Classe Média,Desconhecido
1679,55.41,1.89,82.5,Feminino,Preto,Loiro,Estrangulamento,Trabalho,Amarela,Classe Baixa,Desconhecido
2012,41.26,1.75,63.52,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
128,16.45,1.88,76.2,Feminino,Preto,Castanho,Esfaqueamento,Escola,Parda,Classe Média,Desconhecido
901,33.94,1.88,81.29,Masculino,Preto,Preto,Envenenamento,Escola,Negra,Classe Alta,Desconhecido
618,43.12,1.57,73.02,Masculino,Azul,Preto,Esfaqueamento,Casa,Branca,Classe Média,Desconhecido
338,24.45,1.88,54.06,Feminino,Azul,Castanho,Contusão,Trabalho,Negra,Classe Média,Desconhecido
2121,26.59,1.72,76.01,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
984,48.65,1.71,31.71,Masculino,Castanho,Ruivo,Esfaqueamento,Casa,Parda,Classe Alta,Desconhecido
1499,14.27,1.82,41.14,Feminino,Preto,Ruivo,Estrangulamento,Escola,Parda,Classe Baixa,Desconhecido
2238,28.57,1.74,78.59,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
917,51.44,1.61,75.07,Masculino,Verde,Ruivo,Esfaqueamento,Trabalho,Branca,Classe Alta,Desconhecido
1047,23.84,1.71,40.33,Masculino,Castanho,Castanho,Estrangulamento,Escola,Negra,Classe Alta,Desconhecido
1281,17.24,1.78,70.77,Feminino,Preto,Preto,Estrangulamento,Trabalho,Branca,Classe Média,Desconhecido
377,14.21,1.52,49.67,Masculino,Castanho,Preto,Estrangulamento,Trabalho,Parda,Classe Baixa,Desconhecido
2100,28.09,1.82,81.24,Feminino,Verde,Ruivo,Esfaqueamento,Casa,Amarela,Classe Baixa,Roberto Chimarildo Tomáz
891,54.17,1.79,67.86,Masculino,Preto,Loiro,Contusão,Rua,Amarela,Classe Média,Desconhecido
1654,35.29,1.48,77.27,Feminino,Verde,Ruivo,Esfaqueamento,Trabalho,Parda,Classe Média,Desconhecido
572,24.78,1.61,68.84,Feminino,Azul,Preto,Estrangulamento,Casa,Amarela,Classe Alta,Desconhecido
2069,43.68,1.77,39.52,Masculino,Castanho,Preto,Envenenamento,Trabalho,Parda,Classe Média,Coringon de le pinheirinho Silva
2157,24.71,1.41,69.18,Feminino,Verde,Loiro,Esfaqueamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
720,45.72,1.52,62.05,Feminino,Preto,Preto,Contusão,Rua,Branca,Classe Baixa,Desconhecido
1816,23.01,1.4,78.79,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
487,20.75,1.76,39.72,Feminino,Azul,Loiro,Estrangulamento,Trabalho,Parda,Classe Alta,Desconhecido
399,25.18,1.72,50.86,Masculino,Castanho,Preto,Esfaqueamento,Rua,Branca,Classe Média,Desconhecido
455,22.91,1.41,45.35,Feminino,Preto,Loiro,Esfaqueamento,Casa,Parda,Classe Alta,Desconhecido
1424,12.48,1.62,66.45,Feminino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Baixa,Desconhecido
1196,28.21,1.61,69.03,Feminino,Verde,Castanho,Contusão,Rua,Branca,Classe Média,Desconhecido
1444,47.13,1.81,41.44,Feminino,Castanho,Preto,Estrangulamento,Trabalho,Parda,Classe Média,Desconhecido
923,23.69,1.85,48.28,Masculino,Verde,Loiro,Envenenamento,Rua,Branca,Classe Média,Desconhecido
1838,39.82,1.44,42.92,Masculino,Azul,Loiro,Esfaqueamento,Casa,Branca,Classe Média,ElBigodon Camacho
2065,41.24,1.63,56.2,Masculino,Verde,Preto,Envenenamento,Rua,Parda,Classe Média,Coringon de le pinheirinho Silva
2030,33.18,1.59,56.15,Feminino,Castanho,Castanho,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1387,55.94,1.61,44.47,Masculino,Verde,Preto,Contusão,Trabalho,Amarela,Classe Alta,Desconhecido
1626,19.28,1.56,88.42,Masculino,Preto,Loiro,Estrangulamento,Casa,Parda,Classe Média,Desconhecido
828,16.05,1.83,64.51,Masculino,Preto,Loiro,Esfaqueamento,Casa,Negra,Classe Baixa,Desconhecido
761,29.76,1.42,87.71,Feminino,Castanho,Castanho,Esfaqueamento,Casa,Branca,Classe Média,Desconhecido
848,43.09,1.67,57.41,Feminino,Verde,Castanho,Contusão,Casa,Negra,Classe Média,Desconhecido
1995,43.71,1.45,55.81,Feminino,Castanho,Preto,Contusão,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
2140,28.28,1.89,76.26,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
1659,20.63,1.4,71.93,Feminino,Azul,Ruivo,Esfaqueamento,Escola,Amarela,Classe Baixa,Desconhecido
1917,43.64,1.7,60.67,Masculino,Castanho,Loiro,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
2112,14.65,1.82,85.07,Feminino,Verde,Ruivo,Estrangulamento,Escola,Negra,Classe Alta,Roberto Chimarildo Tomáz
2164,20.37,1.89,59.81,Feminino,Verde,Preto,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
102,50.68,1.49,88.49,Masculino,Preto,Preto,Estrangulamento,Escola,Negra,Classe Alta,Desconhecido
959,40.09,1.46,58.2,Feminino,Verde,Ruivo,Esfaqueamento,Casa,Parda,Classe Alta,Desconhecido
330,13.76,1.79,69.65,Feminino,Castanho,Ruivo,Estrangulamento,Escola,Parda,Classe Baixa,Desconhecido
226,16.71,1.78,73.02,Masculino,Castanho,Loiro,Contusão,Casa,Branca,Classe Média,Desconhecido
2248,48.61,1.82,48.77,Feminino,Verde,Preto,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
2110,24.42,1.8,70.2,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
2165,24.82,1.78,82.53,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1648,54.07,1.85,63.0,Feminino,Castanho,Preto,Esfaqueamento,Rua,Branca,Classe Baixa,Desconhecido
269,11.75,1.59,61.65,Masculino,Preto,Preto,Esfaqueamento,Casa,Parda,Classe Baixa,Desconhecido
888,25.01,1.73,63.59,Feminino,Azul,Preto,Contusão,Rua,Negra,Classe Média,Desconhecido
1826,59.53,1.44,39.32,Masculino,Azul,Loiro,Envenenamento,Rua,Branca,Classe Média,ElBigodon Camacho
1524,20.18,1.89,80.73,Masculino,Azul,Preto,Contusão,Escola,Negra,Classe Média,Desconhecido
1240,55.58,1.46,53.78,Masculino,Verde,Ruivo,Contusão,Escola,Branca,Classe Média,Desconhecido
952,29.14,1.72,44.05,Feminino,Azul,Preto,Contusão,Casa,Parda,Classe Alta,Desconhecido
666,39.44,1.62,30.77,Masculino,Preto,Loiro,Esfaqueamento,Trabalho,Parda,Classe Baixa,Desconhecido
1992,39.17,1.67,57.79,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
257,19.78,1.58,58.13,Masculino,Azul,Preto,Esfaqueamento,Trabalho,Branca,Classe Média,Desconhecido
716,22.82,1.74,67.09,Masculino,Azul,Castanho,Contusão,Escola,Negra,Classe Baixa,Desconhecido
1946,37.42,1.78,60.29,Feminino,Castanho,Preto,Estrangulamento,Escola,Parda,Classe Média,Coringon de le pinheirinho Silva
1073,10.49,1.5,87.68,Masculino,Preto,Preto,Envenenamento,Escola,Parda,Classe Alta,Desconhecido
264,16.64,1.72,80.99,Masculino,Preto,Loiro,Esfaqueamento,Escola,Amarela,Classe Alta,Desconhecido
59,17.15,1.41,55.95,Masculino,Castanho,Ruivo,Estrangulamento,Escola,Amarela,Classe Baixa,Desconhecido
2115,11.72,1.82,56.88,Feminino,Verde,Preto,Estrangulamento,Escola,Negra,Classe Alta,Roberto Chimarildo Tomáz
1735,11.69,1.5,41.6,Masculino,Azul,Loiro,Esfaqueamento,Trabalho,Branca,Classe Média,ElBigodon Camacho
1516,24.48,1.4,89.79,Feminino,Azul,Ruivo,Contusão,Trabalho,Negra,Classe Alta,Desconhecido
329,53.92,1.44,32.36,Masculino,Castanho,Preto,Estrangulamento,Escola,Amarela,Classe Alta,Desconhecido
592,35.77,1.67,87.45,Masculino,Azul,Castanho,Envenenamento,Rua,Branca,Classe Média,Desconhecido
453,33.01,1.57,44.86,Masculino,Azul,Loiro,Contusão,Casa,Negra,Classe Alta,Desconhecido
1501,10.45,1.61,77.62,Masculino,Verde,Loiro,Esfaqueamento,Casa,Amarela,Classe Média,Desconhecido
687,25.68,1.78,76.11,Feminino,Azul,Preto,Estrangulamento,Trabalho,Amarela,Classe Baixa,Desconhecido
1420,10.48,1.56,87.63,Feminino,Castanho,Castanho,Esfaqueamento,Casa,Branca,Classe Alta,Desconhecido
1515,31.18,1.5,82.92,Feminino,Preto,Castanho,Contusão,Rua,Branca,Classe Alta,Desconhecido
964,26.13,1.42,68.02,Feminino,Verde,Preto,Contusão,Escola,Amarela,Classe Média,Desconhecido
1671,53.27,1.75,87.92,Masculino,Verde,Ruivo,Contusão,Escola,Negra,Classe Alta,Desconhecido
942,22.32,1.59,73.93,Masculino,Preto,Castanho,Contusão,Trabalho,Parda,Classe Baixa,Desconhecido
1863,58.14,1.43,71.54,Masculino,Verde,Loiro,Esfaqueamento,Rua,Branca,Classe Baixa,ElBigodon Camacho
2226,20.76,1.81,85.43,Feminino,Verde,Preto,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1428,38.73,1.89,37.03,Masculino,Azul,Loiro,Esfaqueamento,Escola,Negra,Classe Baixa,Desconhecido
1823,53.45,1.44,43.42,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Alta,ElBigodon Camacho
750,17.06,1.58,71.98,Feminino,Castanho,Castanho,Estrangulamento,Casa,Branca,Classe Baixa,Desconhecido
560,42.56,1.78,73.63,Masculino,Preto,Loiro,Contusão,Casa,Negra,Classe Média,Desconhecido
2117,25.3,1.77,69.78,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
1612,13.89,1.79,35.84,Feminino,Verde,Castanho,Envenenamento,Rua,Parda,Classe Alta,Desconhecido
353,55.81,1.76,76.29,Masculino,Verde,Castanho,Contusão,Casa,Branca,Classe Baixa,Desconhecido
75,56.12,1.56,40.92,Feminino,Azul,Castanho,Estrangulamento,Casa,Amarela,Classe Média,Desconhecido
237,10.37,1.63,36.92,Masculino,Azul,Loiro,Envenenamento,Rua,Negra,Classe Alta,Desconhecido
875,47.38,1.86,70.4,Feminino,Preto,Castanho,Estrangulamento,Trabalho,Amarela,Classe Média,Desconhecido
270,15.11,1.54,86.96,Feminino,Castanho,Preto,Contusão,Rua,Negra,Classe Baixa,Desconhecido
207,36.02,1.57,70.28,Feminino,Azul,Preto,Envenenamento,Trabalho,Negra,Classe Média,Desconhecido
1583,33.39,1.68,88.8,Feminino,Verde,Loiro,Esfaqueamento,Trabalho,Branca,Classe Média,Desconhecido
639,14.05,1.85,62.53,Masculino,Verde,Preto,Esfaqueamento,Casa,Amarela,Classe Média,Desconhecido
706,11.61,1.48,36.22,Feminino,Castanho,Preto,Envenenamento,Trabalho,Negra,Classe Média,Desconhecido
1124,48.37,1.72,47.44,Feminino,Preto,Ruivo,Esfaqueamento,Escola,Amarela,Classe Baixa,Desconhecido
1222,53.1,1.59,72.52,Masculino,Azul,Ruivo,Esfaqueamento,Escola,Negra,Classe Baixa,Desconhecido
1242,16.08,1.79,67.31,Masculino,Preto,Loiro,Estrangulamento,Rua,Branca,Classe Média,Desconhecido
535,32.05,1.74,50.71,Masculino,Preto,Loiro,Esfaqueamento,Escola,Negra,Classe Baixa,Desconhecido
921,59.4,1.53,54.31,Masculino,Verde,Castanho,Contusão,Trabalho,Amarela,Classe Média,Desconhecido
1637,14.26,1.44,84.57,Masculino,Castanho,Loiro,Estrangulamento,Escola,Amarela,Classe Baixa,Desconhecido
1791,12.49,1.49,36.99,Masculino,Castanho,Loiro,Contusão,Rua,Branca,Classe Média,ElBigodon Camacho
46,20.03,1.75,79.13,Masculino,Castanho,Castanho,Envenenamento,Casa,Amarela,Classe Alta,Desconhecido
1234,36.8,1.46,32.01,Feminino,Verde,Loiro,Contusão,Trabalho,Branca,Classe Alta,Desconhecido
1931,37.3,1.49,57.1,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
2136,29.76,1.77,81.2,Masculino,Azul,Ruivo,Estrangulamento,Escola,Parda,Classe Média,Roberto Chimarildo Tomáz
2089,37.35,1.61,84.42,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
236,40.48,1.48,66.68,Feminino,Castanho,Loiro,Contusão,Rua,Branca,Classe Média,Desconhecido
1405,50.5,1.75,42.96,Feminino,Castanho,Preto,Esfaqueamento,Rua,Parda,Classe Média,Desconhecido
571,12.59,1.79,71.79,Feminino,Preto,Castanho,Contusão,Rua,Negra,Classe Baixa,Desconhecido
1558,55.94,1.61,72.55,Feminino,Preto,Ruivo,Contusão,Casa,Branca,Classe Alta,Desconhecido
20,13.55,1.78,64.12,Feminino,Verde,Loiro,Estrangulamento,Casa,Amarela,Classe Alta,Desconhecido
1950,21.88,1.68,64.05,Feminino,Preto,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
2111,25.7,1.71,77.0,Feminino,Verde,Ruivo,Estrangulamento,Trabalho,Parda,Classe Alta,Roberto Chimarildo Tomáz
807,49.12,1.41,62.67,Feminino,Verde,Loiro,Esfaqueamento,Trabalho,Branca,Classe Média,Desconhecido
2066,29.94,1.65,66.53,Masculino,Castanho,Preto,Estrangulamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
246,55.37,1.88,48.97,Masculino,Castanho,Ruivo,Contusão,Escola,Amarela,Classe Alta,Desconhecido
1640,32.97,1.63,51.86,Feminino,Preto,Loiro,Estrangulamento,Escola,Branca,Classe Baixa,Desconhecido
927,21.5,1.46,36.8,Feminino,Castanho,Loiro,Envenenamento,Casa,Branca,Classe Média,Desconhecido
796,36.73,1.4,76.4,Masculino,Azul,Preto,Envenenamento,Trabalho,Negra,Classe Baixa,Desconhecido
1602,39.36,1.43,69.23,Feminino,Castanho,Loiro,Contusão,Rua,Amarela,Classe Média,Desconhecido
354,15.45,1.56,34.51,Masculino,Preto,Ruivo,Envenenamento,Casa,Branca,Classe Média,Desconhecido
1500,30.32,1.53,69.32,Feminino,Castanho,Ruivo,Contusão,Escola,Parda,Classe Baixa,Desconhecido
861,45.79,1.5,42.98,Masculino,Castanho,Castanho,Estrangulamento,Casa,Amarela,Classe Média,Desconhecido
