,Unnamed: 0,Idade,Altura,Peso,Sexo,Cor dos Olhos,Cor do Cabelo,Causa Morte,Local Morte,Raça,Classe Social,Serial Killer Real,Serial Killer Previsto
948,1935,26.32,1.88,66.1,Feminino,Verde,Castanho,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
949,1329,54.47,1.42,30.66,Masculino,Azul,Loiro,Esfaqueamento,Rua,Negra,Classe Média,Desconhecido,ElBigodon Camacho
950,1805,51.98,1.79,82.03,Feminino,Verde,Loiro,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
951,1893,27.18,1.87,83.4,Feminino,Verde,Ruivo,Envenenamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
952,768,23.22,1.56,64.75,Feminino,Azul,Loiro,Estrangulamento,Escola,Amarela,Classe Baixa,Desconhecido,Desconhecido
953,1590,35.12,1.41,61.8,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Baixa,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
954,1755,42.07,1.63,65.42,Feminino,Verde,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
955,1584,41.1,1.78,55.02,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Alta,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
956,1015,57.85,1.62,40.47,Feminino,Verde,Ruivo,Contusão,Casa,Parda,Classe Alta,Desconhecido,Desconhecido
957,1148,38.07,1.69,62.35,Feminino,Castanho,Ruivo,Contusão,Rua,Branca,Classe Média,Desconhecido,Desconhecido
958,425,49.77,1.47,49.6,Masculino,Azul,Loiro,Estrangulamento,Escola,Negra,Classe Média,Desconhecido,Desconhecido
959,1138,31.11,1.86,61.82,Feminino,Preto,Ruivo,Estrangulamento,Rua,Amarela,Classe Baixa,Desconhecido,Desconhecido
960,778,22.95,1.65,46.95,Masculino,Castanho,Preto,Estrangulamento,Trabalho,Amarela,Classe Alta,Desconhecido,Desconhecido
961,1549,11.41,1.54,34.39,Masculino,Azul,Castanho,Esfaqueamento,Trabalho,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
962,1949,27.69,1.81,81.44,Feminino,Verde,Ruivo,Estrangulamento,Escola,Branca,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
963,1665,46.63,1.71,64.66,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
964,1297,59.89,1.65,45.26,Feminino,Azul,Ruivo,Envenenamento,Casa,Branca,Classe Baixa,Desconhecido,Desconhecido
965,57,58.05,1.42,60.41,Feminino,Preto,Ruivo,Esfaqueamento,Escola,Amarela,Classe Média,Desconhecido,Desconhecido
966,53,55.5,1.8,76.86,Masculino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Desconhecido,Roberto Chimarildo Tomáz
967,228,20.76,1.4,56.98,Masculino,Castanho,Preto,Contusão,Casa,Amarela,Classe Alta,Desconhecido,Desconhecido
968,1941,20.29,1.8,85.12,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Baixa,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
969,1964,37.37,1.86,78.48,Feminino,Verde,Ruivo,Envenenamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
970,912,58.35,1.72,70.84,Masculino,Azul,Loiro,Estrangulamento,Rua,Branca,Classe Baixa,Desconhecido,Desconhecido
971,1753,33.47,1.74,65.64,Masculino,Castanho,Preto,Envenenamento,Rua,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
972,247,19.87,1.55,84.55,Masculino,Preto,Castanho,Esfaqueamento,Trabalho,Negra,Classe Média,Desconhecido,Desconhecido
973,1530,17.14,1.53,46.34,Masculino,Azul,Loiro,Esfaqueamento,Rua,Parda,Classe Média,ElBigodon Camacho,ElBigodon Camacho
974,1204,18.73,1.52,35.97,Feminino,Castanho,Castanho,Envenenamento,Trabalho,Negra,Classe Baixa,Desconhecido,Desconhecido
975,1806,30.21,1.87,79.87,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
976,1933,31.91,1.76,82.74,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
977,984,47.3,1.68,39.78,Feminino,Castanho,Loiro,Esfaqueamento,Casa,Negra,Classe Baixa,Desconhecido,Desconhecido
978,1785,25.5,1.9,73.96,Feminino,Verde,Castanho,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
979,1582,40.55,1.72,63.83,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
980,1194,58.85,1.71,87.69,Feminino,Verde,Preto,Esfaqueamento,Escola,Amarela,Classe Alta,Desconhecido,Desconhecido
981,1651,33.66,1.67,58.53,Masculino,Azul,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
982,1293,59.17,1.58,49.97,Feminino,Azul,Loiro,Contusão,Escola,Negra,Classe Baixa,Desconhecido,Desconhecido
983,983,13.49,1.47,46.35,Feminino,Preto,Castanho,Estrangulamento,Trabalho,Negra,Classe Baixa,Desconhecido,Desconhecido
984,563,59.04,1.55,63.23,Masculino,Azul,Loiro,Estrangulamento,Escola,Negra,Classe Alta,Desconhecido,Desconhecido
985,972,26.06,1.82,64.07,Feminino,Azul,Loiro,Envenenamento,Trabalho,Negra,Classe Média,Desconhecido,Desconhecido
986,1139,36.2,1.4,60.49,Masculino,Verde,Loiro,Envenenamento,Rua,Negra,Classe Alta,Desconhecido,Desconhecido
987,1715,39.62,1.59,61.09,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
988,1863,29.07,1.89,77.38,Feminino,Castanho,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
989,1814,22.0,1.49,86.79,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
990,1251,49.97,1.45,33.51,Masculino,Verde,Ruivo,Contusão,Trabalho,Amarela,Classe Média,Desconhecido,Desconhecido
991,820,53.98,1.68,64.52,Feminino,Preto,Castanho,Envenenamento,Trabalho,Branca,Classe Média,Desconhecido,Desconhecido
992,1578,34.23,1.7,65.55,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
993,739,30.77,1.9,86.56,Feminino,Azul,Preto,Contusão,Trabalho,Negra,Classe Baixa,Desconhecido,Desconhecido
994,52,55.73,1.79,88.78,Masculino,Azul,Ruivo,Contusão,Trabalho,Amarela,Classe Média,Desconhecido,Desconhecido
995,1207,49.65,1.52,31.69,Masculino,Preto,Castanho,Contusão,Casa,Branca,Classe Média,Desconhecido,Desconhecido
996,1236,10.93,1.78,53.3,Masculino,Castanho,Loiro,Envenenamento,Trabalho,Parda,Classe Baixa,Desconhecido,Desconhecido
997,1524,21.53,1.5,40.34,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
998,728,15.32,1.59,79.29,Masculino,Azul,Ruivo,Envenenamento,Casa,Negra,Classe Baixa,Desconhecido,Desconhecido
999,40,21.1,1.66,30.2,Masculino,Castanho,Ruivo,Envenenamento,Trabalho,Amarela,Classe Alta,Desconhecido,Desconhecido
1000,214,26.99,1.8,37.13,Masculino,Verde,Loiro,Estrangulamento,Trabalho,Branca,Classe Média,Desconhecido,Desconhecido
1001,455,48.09,1.84,60.72,Feminino,Castanho,Ruivo,Envenenamento,Trabalho,Amarela,Classe Média,Desconhecido,Desconhecido
1002,1574,18.74,1.45,34.24,Feminino,Azul,Loiro,Esfaqueamento,Rua,Negra,Classe Média,ElBigodon Camacho,ElBigodon Camacho
1003,374,40.01,1.46,73.42,Feminino,Verde,Ruivo,Contusão,Rua,Amarela,Classe Média,Desconhecido,Desconhecido
1004,30,58.03,1.64,58.39,Masculino,Preto,Loiro,Estrangulamento,Trabalho,Amarela,Classe Alta,Desconhecido,Desconhecido
1005,124,20.53,1.68,37.72,Masculino,Azul,Castanho,Estrangulamento,Trabalho,Negra,Classe Baixa,Desconhecido,Desconhecido
1006,909,25.36,1.47,59.8,Masculino,Preto,Preto,Envenenamento,Escola,Parda,Classe Média,Desconhecido,Desconhecido
1007,240,41.13,1.54,84.59,Masculino,Castanho,Loiro,Estrangulamento,Trabalho,Amarela,Classe Alta,Desconhecido,Desconhecido
1008,1527,22.52,1.54,38.08,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
1009,420,11.16,1.46,86.97,Masculino,Castanho,Loiro,Esfaqueamento,Trabalho,Negra,Classe Alta,Desconhecido,Desconhecido
1010,732,23.09,1.6,88.45,Masculino,Preto,Loiro,Estrangulamento,Casa,Parda,Classe Média,Desconhecido,Desconhecido
1011,398,21.23,1.65,37.65,Feminino,Preto,Ruivo,Esfaqueamento,Casa,Negra,Classe Baixa,Desconhecido,Desconhecido
1012,193,18.67,1.88,69.26,Feminino,Verde,Castanho,Contusão,Escola,Parda,Classe Baixa,Desconhecido,Desconhecido
1013,190,38.61,1.52,35.0,Feminino,Verde,Loiro,Esfaqueamento,Escola,Branca,Classe Média,Desconhecido,Desconhecido
1014,880,16.48,1.69,81.96,Masculino,Verde,Castanho,Estrangulamento,Escola,Parda,Classe Média,Desconhecido,Desconhecido
1015,1134,13.44,1.76,59.35,Masculino,Preto,Castanho,Esfaqueamento,Trabalho,Branca,Classe Média,Desconhecido,Desconhecido
1016,1903,32.57,1.83,79.85,Feminino,Verde,Ruivo,Contusão,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
1017,1929,27.48,1.75,73.02,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
1018,753,38.86,1.67,78.31,Masculino,Verde,Castanho,Esfaqueamento,Trabalho,Parda,Classe Baixa,Desconhecido,Desconhecido
1019,864,57.6,1.42,40.93,Masculino,Verde,Ruivo,Estrangulamento,Trabalho,Amarela,Classe Alta,Desconhecido,Desconhecido
1020,156,23.62,1.71,88.32,Feminino,Preto,Ruivo,Estrangulamento,Escola,Negra,Classe Média,Desconhecido,Desconhecido
1021,740,18.78,1.83,60.01,Masculino,Verde,Preto,Contusão,Trabalho,Branca,Classe Baixa,Desconhecido,Desconhecido
1022,646,17.55,1.45,88.38,Masculino,Azul,Preto,Estrangulamento,Escola,Parda,Classe Baixa,Desconhecido,Desconhecido
1023,435,59.58,1.46,67.23,Masculino,Preto,Preto,Estrangulamento,Casa,Negra,Classe Média,Desconhecido,Desconhecido
1024,1449,22.08,1.62,45.52,Masculino,Azul,Castanho,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
1025,590,28.24,1.57,56.67,Masculino,Verde,Loiro,Envenenamento,Casa,Negra,Classe Média,Desconhecido,Desconhecido
1026,1716,45.06,1.74,61.46,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
1027,184,31.34,1.67,85.04,Masculino,Azul,Preto,Envenenamento,Casa,Parda,Classe Alta,Desconhecido,Desconhecido
1028,1055,23.9,1.5,74.07,Feminino,Preto,Ruivo,Contusão,Trabalho,Negra,Classe Alta,Desconhecido,Desconhecido
1029,1959,22.09,1.72,85.77,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
1030,562,41.58,1.84,31.4,Masculino,Azul,Castanho,Esfaqueamento,Casa,Negra,Classe Média,Desconhecido,Desconhecido
1031,975,59.43,1.7,88.34,Masculino,Preto,Preto,Esfaqueamento,Trabalho,Negra,Classe Baixa,Desconhecido,Desconhecido
1032,838,59.06,1.61,30.93,Masculino,Preto,Castanho,Estrangulamento,Casa,Branca,Classe Alta,Desconhecido,Desconhecido
1033,386,42.62,1.71,51.12,Feminino,Azul,Ruivo,Estrangulamento,Escola,Branca,Classe Alta,Desconhecido,Desconhecido
1034,230,49.79,1.84,48.36,Feminino,Castanho,Ruivo,Envenenamento,Escola,Amarela,Classe Baixa,Desconhecido,Desconhecido
1035,1824,28.19,1.85,77.99,Feminino,Verde,Castanho,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
1036,1398,19.45,1.76,33.03,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
1037,426,15.13,1.64,48.16,Masculino,Preto,Castanho,Contusão,Casa,Branca,Classe Média,Desconhecido,Desconhecido
1038,1425,12.05,1.6,34.49,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
1039,786,57.11,1.51,65.61,Feminino,Castanho,Castanho,Envenenamento,Rua,Amarela,Classe Média,Desconhecido,Desconhecido
1040,757,53.29,1.75,74.13,Feminino,Azul,Ruivo,Esfaqueamento,Rua,Parda,Classe Alta,Desconhecido,Desconhecido
1041,979,33.31,1.67,49.6,Feminino,Verde,Castanho,Estrangulamento,Casa,Parda,Classe Baixa,Desconhecido,Desconhecido
1042,1,53.21,1.51,75.66,Masculino,Castanho,Castanho,Envenenamento,Rua,Negra,Classe Alta,Desconhecido,Desconhecido
1043,107,45.64,1.41,45.14,Masculino,Castanho,Castanho,Envenenamento,Rua,Parda,Classe Alta,Desconhecido,Desconhecido
1044,1955,31.71,1.89,81.28,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
1045,1838,31.68,1.47,75.14,Feminino,Verde,Ruivo,Contusão,Trabalho,Parda,Classe Alta,Roberto Chimarildo Tomáz,Desconhecido
1046,943,31.08,1.48,82.6,Feminino,Azul,Ruivo,Envenenamento,Rua,Amarela,Classe Média,Desconhecido,Desconhecido
1047,41,52.84,1.76,48.89,Feminino,Azul,Ruivo,Contusão,Casa,Parda,Classe Baixa,Desconhecido,Desconhecido
1048,698,50.83,1.42,76.88,Feminino,Verde,Castanho,Contusão,Casa,Parda,Classe Alta,Desconhecido,Desconhecido
1049,1051,11.33,1.82,30.38,Feminino,Azul,Ruivo,Estrangulamento,Rua,Negra,Classe Média,Desconhecido,Desconhecido
1050,858,32.49,1.75,54.86,Feminino,Preto,Castanho,Envenenamento,Trabalho,Parda,Classe Baixa,Desconhecido,Desconhecido
1051,1807,23.87,1.72,82.88,Feminino,Verde,Preto,Estrangulamento,Rua,Branca,Classe Média,Roberto Chimarildo Tomáz,Desconhecido
1052,1763,23.02,1.6,63.39,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
1053,1922,32.6,1.71,76.38,Feminino,Verde,Preto,Estrangulamento,Rua,Branca,Classe Alta,Roberto Chimarildo Tomáz,Desconhecido
1054,529,34.16,1.59,39.3,Masculino,Castanho,Ruivo,Estrangulamento,Casa,Parda,Classe Média,Desconhecido,Desconhecido
1055,543,47.99,1.8,52.23,Feminino,Azul,Ruivo,Estrangulamento,Trabalho,Amarela,Classe Baixa,Desconhecido,Desconhecido
1056,1424,23.0,1.47,45.67,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
1057,780,36.34,1.54,78.98,Masculino,Preto,Preto,Estrangulamento,Casa,Branca,Classe Alta,Desconhecido,Desconhecido
1058,1517,20.43,1.43,35.09,Masculino,Azul,Ruivo,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
1059,1480,23.08,1.43,34.8,Masculino,Azul,Loiro,Esfaqueamento,Rua,Negra,Classe Média,ElBigodon Camacho,ElBigodon Camacho
1060,235,16.02,1.51,39.19,Masculino,Castanho,Castanho,Envenenamento,Trabalho,Amarela,Classe Alta,Desconhecido,Desconhecido
1061,1121,24.26,1.44,83.17,Feminino,Azul,Castanho,Estrangulamento,Casa,Negra,Classe Média,Desconhecido,Desconhecido
1062,990,17.01,1.63,76.63,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Média,Desconhecido,Roberto Chimarildo Tomáz
1063,1394,14.55,1.59,40.15,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
1064,1542,16.17,1.71,38.41,Masculino,Verde,Loiro,Esfaqueamento,Rua,Amarela,Classe Média,ElBigodon Camacho,ElBigodon Camacho
1065,428,44.08,1.77,78.22,Feminino,Preto,Loiro,Contusão,Trabalho,Parda,Classe Alta,Desconhecido,Desconhecido
1066,1155,51.72,1.77,40.03,Feminino,Verde,Loiro,Estrangulamento,Escola,Parda,Classe Baixa,Desconhecido,Desconhecido
1067,1217,35.4,1.48,47.77,Masculino,Azul,Preto,Esfaqueamento,Escola,Negra,Classe Baixa,Desconhecido,Desconhecido
1068,196,38.82,1.49,35.16,Feminino,Azul,Castanho,Estrangulamento,Rua,Amarela,Classe Baixa,Desconhecido,Desconhecido
1069,1279,30.54,1.68,65.27,Masculino,Castanho,Ruivo,Envenenamento,Trabalho,Negra,Classe Média,Desconhecido,Desconhecido
1070,1886,32.26,1.83,82.38,Feminino,Verde,Preto,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
1071,511,25.84,1.75,55.09,Masculino,Castanho,Ruivo,Envenenamento,Casa,Parda,Classe Baixa,Desconhecido,Desconhecido
1072,1642,46.61,1.76,60.06,Masculino,Verde,Ruivo,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
1073,1791,25.85,1.79,81.63,Feminino,Castanho,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
1074,172,59.33,1.71,46.07,Masculino,Preto,Castanho,Estrangulamento,Trabalho,Amarela,Classe Baixa,Desconhecido,Desconhecido
1075,973,41.5,1.46,52.86,Masculino,Castanho,Loiro,Estrangulamento,Casa,Parda,Classe Média,Desconhecido,Coringon de le pinheirinho Silva
1076,445,16.46,1.9,73.17,Feminino,Azul,Castanho,Esfaqueamento,Rua,Parda,Classe Baixa,Desconhecido,Desconhecido
1077,1888,26.37,1.85,84.33,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
1078,1494,19.21,1.56,42.48,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
1079,602,14.36,1.44,30.09,Masculino,Azul,Ruivo,Estrangulamento,Escola,Amarela,Classe Baixa,Desconhecido,Desconhecido
1080,1932,23.74,1.88,73.48,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
1081,1231,43.77,1.77,72.21,Masculino,Verde,Castanho,Contusão,Trabalho,Negra,Classe Alta,Desconhecido,Desconhecido
1082,508,50.7,1.76,45.59,Masculino,Verde,Preto,Estrangulamento,Escola,Branca,Classe Alta,Desconhecido,Desconhecido
1083,1658,46.48,1.63,63.16,Feminino,Preto,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
1084,1538,20.24,1.72,39.68,Masculino,Azul,Loiro,Esfaqueamento,Rua,Negra,Classe Média,ElBigodon Camacho,ElBigodon Camacho
1085,1094,11.89,1.55,67.3,Feminino,Preto,Loiro,Contusão,Casa,Negra,Classe Alta,Desconhecido,Desconhecido
1086,181,10.61,1.67,33.12,Masculino,Verde,Loiro,Contusão,Trabalho,Amarela,Classe Alta,Desconhecido,Desconhecido
1087,105,43.04,1.63,30.45,Masculino,Verde,Ruivo,Contusão,Trabalho,Parda,Classe Média,Desconhecido,Desconhecido
1088,1704,45.71,1.69,66.9,Masculino,Castanho,Ruivo,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
1089,1392,36.6,1.58,35.84,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Alta,ElBigodon Camacho,ElBigodon Camacho
1090,1264,44.96,1.8,63.08,Masculino,Castanho,Loiro,Contusão,Escola,Negra,Classe Média,Desconhecido,Desconhecido
1091,1761,38.94,1.59,60.28,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Alta,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
1092,1216,56.75,1.85,65.87,Masculino,Azul,Preto,Estrangulamento,Escola,Branca,Classe Média,Desconhecido,Desconhecido
1093,395,19.61,1.77,65.69,Feminino,Verde,Ruivo,Contusão,Casa,Branca,Classe Média,Desconhecido,Desconhecido
1094,1006,56.75,1.84,80.73,Masculino,Castanho,Preto,Esfaqueamento,Rua,Negra,Classe Baixa,Desconhecido,Desconhecido
1095,458,58.2,1.5,59.61,Masculino,Verde,Castanho,Contusão,Casa,Negra,Classe Média,Desconhecido,Desconhecido
1096,510,52.92,1.45,33.35,Masculino,Verde,Castanho,Estrangulamento,Casa,Parda,Classe Alta,Desconhecido,Desconhecido
1097,1695,38.72,1.75,53.51,Feminino,Castanho,Ruivo,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
1098,897,41.17,1.71,35.75,Feminino,Azul,Preto,Estrangulamento,Trabalho,Amarela,Classe Média,Desconhecido,Desconhecido
1099,1257,21.16,1.83,61.03,Feminino,Verde,Preto,Estrangulamento,Trabalho,Parda,Classe Baixa,Desconhecido,Desconhecido
1100,449,21.07,1.68,44.82,Feminino,Castanho,Preto,Envenenamento,Trabalho,Negra,Classe Média,Desconhecido,Desconhecido
1101,902,32.12,1.49,41.23,Feminino,Azul,Castanho,Envenenamento,Escola,Amarela,Classe Baixa,Desconhecido,Desconhecido
1102,1099,19.64,1.72,40.21,Feminino,Preto,Preto,Esfaqueamento,Escola,Parda,Classe Baixa,Desconhecido,Desconhecido
1103,1873,28.72,1.79,80.59,Masculino,Castanho,Ruivo,Contusão,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz,Desconhecido
1104,1432,21.55,1.59,36.42,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
1105,148,43.15,1.68,60.69,Feminino,Preto,Loiro,Envenenamento,Rua,Branca,Classe Média,Desconhecido,Desconhecido
1106,971,14.17,1.58,89.77,Masculino,Verde,Castanho,Envenenamento,Rua,Branca,Classe Média,Desconhecido,Desconhecido
1107,1550,17.13,1.51,41.53,Masculino,Verde,Loiro,Estrangulamento,Escola,Parda,Classe Média,ElBigodon Camacho,Desconhecido
1108,1206,30.24,1.52,63.29,Feminino,Preto,Preto,Esfaqueamento,Trabalho,Negra,Classe Média,Desconhecido,Desconhecido
1109,362,43.4,1.5,52.36,Feminino,Azul,Castanho,Esfaqueamento,Rua,Branca,Classe Baixa,Desconhecido,Desconhecido
1110,242,25.99,1.85,49.58,Masculino,Castanho,Castanho,Esfaqueamento,Escola,Parda,Classe Alta,Desconhecido,Desconhecido
1111,848,27.48,1.59,50.35,Feminino,Castanho,Ruivo,Contusão,Escola,Branca,Classe Média,Desconhecido,Desconhecido
1112,121,37.76,1.42,80.9,Feminino,Preto,Loiro,Estrangulamento,Escola,Amarela,Classe Baixa,Desconhecido,Desconhecido
1113,1638,36.63,1.59,54.76,Masculino,Verde,Preto,Envenenamento,Casa,Parda,Classe Alta,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
1114,63,20.35,1.65,46.11,Feminino,Verde,Ruivo,Envenenamento,Rua,Branca,Classe Baixa,Desconhecido,Desconhecido
1115,1380,40.79,1.59,79.26,Feminino,Castanho,Ruivo,Envenenamento,Casa,Parda,Classe Baixa,Desconhecido,Desconhecido
1116,192,34.94,1.54,55.1,Feminino,Castanho,Ruivo,Estrangulamento,Trabalho,Amarela,Classe Média,Desconhecido,Desconhecido
1117,1470,20.98,1.43,35.49,Masculino,Azul,Loiro,Contusão,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
1118,1234,51.31,1.69,83.25,Feminino,Verde,Loiro,Contusão,Escola,Amarela,Classe Média,Desconhecido,Desconhecido
1119,1278,20.75,1.53,41.63,Feminino,Preto,Ruivo,Contusão,Casa,Amarela,Classe Média,Desconhecido,Desconhecido
1120,974,25.25,1.78,46.44,Masculino,Castanho,Castanho,Esfaqueamento,Escola,Negra,Classe Média,Desconhecido,Desconhecido
1121,182,33.36,1.83,43.0,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Baixa,Desconhecido,Roberto Chimarildo Tomáz
1122,622,36.64,1.42,65.89,Masculino,Verde,Preto,Contusão,Trabalho,Branca,Classe Alta,Desconhecido,Desconhecido
1123,612,28.67,1.85,64.63,Feminino,Castanho,Ruivo,Esfaqueamento,Escola,Parda,Classe Alta,Desconhecido,Desconhecido
1124,396,35.9,1.68,65.3,Masculino,Castanho,Preto,Esfaqueamento,Rua,Amarela,Classe Média,Desconhecido,Desconhecido
1125,464,11.53,1.41,39.46,Masculino,Verde,Castanho,Contusão,Trabalho,Negra,Classe Baixa,Desconhecido,Desconhecido
1126,1544,18.26,1.6,44.42,Masculino,Castanho,Loiro,Esfaqueamento,Trabalho,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
1127,304,32.72,1.79,40.76,Feminino,Azul,Preto,Esfaqueamento,Rua,Amarela,Classe Baixa,Desconhecido,Desconhecido
1128,1444,17.36,1.45,43.94,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
1129,704,41.51,1.59,65.53,Masculino,Castanho,Ruivo,Contusão,Rua,Negra,Classe Média,Desconhecido,Desconhecido
1130,376,47.32,1.86,45.59,Feminino,Verde,Loiro,Esfaqueamento,Escola,Negra,Classe Baixa,Desconhecido,Desconhecido
1131,669,36.88,1.56,51.71,Feminino,Preto,Preto,Contusão,Escola,Amarela,Classe Alta,Desconhecido,Desconhecido
1132,1365,25.97,1.61,78.42,Feminino,Azul,Preto,Envenenamento,Casa,Negra,Classe Alta,Desconhecido,Desconhecido
1133,1372,59.64,1.79,85.04,Masculino,Castanho,Loiro,Contusão,Casa,Branca,Classe Média,Desconhecido,Desconhecido
1134,122,35.83,1.71,50.19,Masculino,Preto,Ruivo,Estrangulamento,Trabalho,Negra,Classe Alta,Desconhecido,Desconhecido
1135,338,48.5,1.63,75.72,Masculino,Preto,Castanho,Contusão,Trabalho,Parda,Classe Baixa,Desconhecido,Desconhecido
1136,703,52.08,1.72,71.73,Feminino,Verde,Loiro,Esfaqueamento,Rua,Branca,Classe Média,Desconhecido,Desconhecido
