,Unnamed: 0,Idade,Altura,Peso,Sexo,Cor dos Olhos,Cor do Cabelo,Causa Morte,Local Morte,Raça,Classe Social,Serial Killer
928,499,42.03,1.72,86.57,Feminino,Preto,Loiro,Envenenamento,Rua,Branca,Classe Média,ElBigodon Camacho
929,1113,12.46,1.89,71.47,Feminino,Azul,Castanho,Envenenamento,Rua,Negra,Classe Baixa,ElBigodon Camacho
930,148,42.19,1.73,54.73,Feminino,Verde,Castanho,Estrangulamento,Escola,Branca,Classe Alta,Roberto Chimarildo Tomáz
931,162,15.57,1.52,81.29,Feminino,Verde,Castanho,Estrangulamento,Escola,Amarela,Classe Média,Roberto Chimarildo Tomáz
932,1690,23.68,1.9,78.97,Masculino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Baixa,Roberto Chimarildo Tomáz
933,142,47.56,1.49,74.05,Feminino,Castanho,Ruivo,Esfaqueamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
934,670,26.7,1.88,56.47,Feminino,Verde,Preto,Esfaqueamento,Rua,Branca,Classe Alta,Roberto Chimarildo Tomáz
935,963,28.84,1.54,72.52,Feminino,Castanho,Castanho,Estrangulamento,Trabalho,Parda,Classe Média,Coringon de le pinheirinho Silva
936,575,12.95,1.5,34.49,Masculino,Azul,Loiro,Envenenamento,Casa,Negra,Classe Média,ElBigodon Camacho
937,481,34.52,1.85,43.2,Masculino,Azul,Preto,Contusão,Escola,Branca,Classe Alta,ElBigodon Camacho
938,112,55.71,1.72,83.42,Masculino,Preto,Loiro,Esfaqueamento,Trabalho,Negra,Classe Média,ElBigodon Camacho
939,418,57.38,1.43,81.35,Feminino,Preto,Castanho,Contusão,Rua,Amarela,Classe Alta,Roberto Chimarildo Tomáz
940,84,49.6,1.87,37.32,Feminino,Preto,Preto,Envenenamento,Escola,Negra,Classe Média,Coringon de le pinheirinho Silva
941,588,41.68,1.47,54.13,Masculino,Verde,Castanho,Esfaqueamento,Rua,Branca,Classe Baixa,ElBigodon Camacho
942,785,56.45,1.83,40.7,Masculino,Preto,Ruivo,Estrangulamento,Casa,Amarela,Classe Média,Roberto Chimarildo Tomáz
943,501,23.93,1.59,74.32,Masculino,Verde,Castanho,Envenenamento,Escola,Amarela,Classe Média,Coringon de le pinheirinho Silva
944,791,44.96,1.69,43.15,Feminino,Preto,Loiro,Esfaqueamento,Casa,Amarela,Classe Média,ElBigodon Camacho
945,1062,42.88,1.69,53.83,Masculino,Preto,Ruivo,Estrangulamento,Trabalho,Branca,Classe Alta,Roberto Chimarildo Tomáz
946,352,47.55,1.82,31.91,Feminino,Preto,Castanho,Estrangulamento,Escola,Branca,Classe Alta,Roberto Chimarildo Tomáz
947,1483,38.66,1.66,60.38,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
948,1536,10.12,1.63,61.37,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
949,1634,31.5,1.84,83.59,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Baixa,Roberto Chimarildo Tomáz
950,974,13.47,1.45,66.42,Masculino,Verde,Castanho,Envenenamento,Trabalho,Parda,Classe Média,Coringon de le pinheirinho Silva
951,1176,36.11,1.42,36.77,Masculino,Verde,Preto,Contusão,Trabalho,Negra,Classe Baixa,Coringon de le pinheirinho Silva
952,1183,19.84,1.45,73.25,Masculino,Castanho,Castanho,Envenenamento,Rua,Negra,Classe Alta,ElBigodon Camacho
953,1778,30.93,1.89,83.65,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
954,1512,43.56,1.67,65.32,Feminino,Castanho,Preto,Envenenamento,Trabalho,Parda,Classe Média,Coringon de le pinheirinho Silva
955,1704,25.46,1.7,66.93,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
956,315,25.5,1.43,32.7,Feminino,Castanho,Preto,Esfaqueamento,Escola,Amarela,Classe Média,Coringon de le pinheirinho Silva
957,1265,14.54,1.43,37.34,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
958,1011,31.66,1.77,48.29,Feminino,Preto,Loiro,Envenenamento,Trabalho,Negra,Classe Baixa,Coringon de le pinheirinho Silva
959,633,38.58,1.57,44.19,Feminino,Castanho,Castanho,Esfaqueamento,Casa,Parda,Classe Alta,Coringon de le pinheirinho Silva
960,197,18.74,1.73,59.91,Feminino,Verde,Preto,Contusão,Trabalho,Negra,Classe Alta,Roberto Chimarildo Tomáz
961,322,39.28,1.79,57.11,Masculino,Verde,Preto,Esfaqueamento,Casa,Parda,Classe Alta,Coringon de le pinheirinho Silva
962,1312,16.17,1.69,36.42,Feminino,Azul,Loiro,Esfaqueamento,Rua,Amarela,Classe Média,ElBigodon Camacho
963,656,14.29,1.88,44.21,Masculino,Verde,Ruivo,Envenenamento,Escola,Negra,Classe Baixa,Roberto Chimarildo Tomáz
964,225,37.92,1.57,57.93,Masculino,Verde,Ruivo,Estrangulamento,Escola,Branca,Classe Média,Roberto Chimarildo Tomáz
965,715,31.96,1.42,33.56,Masculino,Verde,Preto,Esfaqueamento,Escola,Amarela,Classe Alta,ElBigodon Camacho
966,873,11.5,1.48,71.69,Masculino,Azul,Castanho,Contusão,Casa,Parda,Classe Alta,ElBigodon Camacho
967,70,19.83,1.53,31.68,Feminino,Castanho,Ruivo,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
968,783,26.23,1.89,32.96,Feminino,Castanho,Preto,Estrangulamento,Escola,Parda,Classe Baixa,Coringon de le pinheirinho Silva
969,559,16.49,1.63,55.22,Feminino,Castanho,Ruivo,Esfaqueamento,Rua,Branca,Classe Alta,ElBigodon Camacho
970,539,17.51,1.54,47.19,Masculino,Castanho,Castanho,Estrangulamento,Rua,Negra,Classe Baixa,ElBigodon Camacho
971,119,53.36,1.79,72.49,Feminino,Azul,Preto,Envenenamento,Casa,Parda,Classe Alta,Coringon de le pinheirinho Silva
972,1203,19.93,1.61,43.72,Masculino,Azul,Loiro,Estrangulamento,Rua,Branca,Classe Alta,ElBigodon Camacho
973,491,21.79,1.47,39.21,Feminino,Castanho,Loiro,Esfaqueamento,Trabalho,Parda,Classe Baixa,ElBigodon Camacho
974,1226,55.18,1.54,33.4,Feminino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
975,910,11.52,1.79,83.47,Masculino,Castanho,Loiro,Estrangulamento,Rua,Branca,Classe Baixa,ElBigodon Camacho
976,243,21.13,1.67,40.09,Masculino,Verde,Ruivo,Envenenamento,Escola,Parda,Classe Média,Coringon de le pinheirinho Silva
977,1316,21.38,1.5,51.97,Masculino,Azul,Preto,Envenenamento,Rua,Branca,Classe Média,ElBigodon Camacho
978,1448,33.71,1.65,59.01,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Alta,Coringon de le pinheirinho Silva
979,949,17.21,1.89,59.13,Feminino,Preto,Castanho,Envenenamento,Trabalho,Amarela,Classe Alta,Roberto Chimarildo Tomáz
980,1229,23.11,1.48,45.36,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
981,226,28.1,1.46,36.93,Masculino,Castanho,Ruivo,Envenenamento,Casa,Branca,Classe Baixa,Coringon de le pinheirinho Silva
982,1153,10.58,1.87,48.04,Feminino,Verde,Loiro,Envenenamento,Trabalho,Negra,Classe Média,ElBigodon Camacho
983,268,53.99,1.7,47.34,Masculino,Azul,Loiro,Estrangulamento,Casa,Branca,Classe Baixa,ElBigodon Camacho
984,572,51.52,1.89,54.66,Feminino,Verde,Loiro,Estrangulamento,Casa,Branca,Classe Baixa,Roberto Chimarildo Tomáz
985,534,57.3,1.68,69.49,Feminino,Azul,Loiro,Envenenamento,Rua,Amarela,Classe Média,ElBigodon Camacho
986,240,17.2,1.44,42.26,Feminino,Azul,Loiro,Contusão,Escola,Amarela,Classe Baixa,ElBigodon Camacho
987,548,30.87,1.71,53.94,Feminino,Castanho,Preto,Esfaqueamento,Casa,Branca,Classe Alta,Coringon de le pinheirinho Silva
988,908,20.25,1.57,80.08,Feminino,Azul,Castanho,Estrangulamento,Rua,Negra,Classe Média,ElBigodon Camacho
989,1353,24.48,1.57,44.89,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
990,1446,45.22,1.68,63.88,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
991,408,48.23,1.5,63.09,Masculino,Castanho,Ruivo,Estrangulamento,Rua,Amarela,Classe Alta,Roberto Chimarildo Tomáz
992,1034,48.42,1.62,72.01,Masculino,Preto,Castanho,Estrangulamento,Rua,Negra,Classe Média,ElBigodon Camacho
993,1371,18.72,1.5,46.63,Feminino,Preto,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
994,503,32.52,1.67,74.77,Feminino,Verde,Preto,Envenenamento,Casa,Branca,Classe Baixa,Roberto Chimarildo Tomáz
995,192,56.57,1.46,51.73,Masculino,Verde,Loiro,Envenenamento,Trabalho,Branca,Classe Alta,ElBigodon Camacho
996,726,55.92,1.68,87.02,Masculino,Verde,Ruivo,Esfaqueamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
997,1293,49.18,1.53,43.02,Masculino,Preto,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
998,1177,26.11,1.47,60.31,Feminino,Castanho,Preto,Estrangulamento,Trabalho,Amarela,Classe Baixa,Roberto Chimarildo Tomáz
999,1537,45.99,1.75,79.56,Feminino,Castanho,Preto,Envenenamento,Casa,Amarela,Classe Média,Coringon de le pinheirinho Silva
1000,1231,20.89,1.81,42.56,Masculino,Azul,Loiro,Contusão,Rua,Branca,Classe Baixa,ElBigodon Camacho
1001,535,55.09,1.54,87.78,Masculino,Castanho,Preto,Estrangulamento,Rua,Negra,Classe Baixa,Coringon de le pinheirinho Silva
1002,219,11.57,1.71,82.02,Feminino,Castanho,Ruivo,Contusão,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1003,1204,22.79,1.56,79.23,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1004,529,48.78,1.46,88.13,Feminino,Castanho,Loiro,Esfaqueamento,Rua,Amarela,Classe Alta,ElBigodon Camacho
1005,1786,24.75,1.77,81.18,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Baixa,Roberto Chimarildo Tomáz
1006,1048,19.64,1.6,37.03,Feminino,Castanho,Preto,Estrangulamento,Escola,Negra,Classe Média,Coringon de le pinheirinho Silva
1007,1379,54.17,1.63,54.01,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Alta,Coringon de le pinheirinho Silva
1008,1152,32.05,1.81,35.95,Feminino,Preto,Preto,Estrangulamento,Trabalho,Amarela,Classe Média,Coringon de le pinheirinho Silva
1009,508,28.87,1.58,31.14,Masculino,Preto,Loiro,Esfaqueamento,Trabalho,Negra,Classe Alta,ElBigodon Camacho
1010,998,57.82,1.8,83.77,Feminino,Preto,Castanho,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1011,1793,45.41,1.74,88.7,Feminino,Verde,Ruivo,Contusão,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1012,1488,26.89,1.58,61.93,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1013,1018,38.95,1.47,48.24,Masculino,Verde,Preto,Estrangulamento,Escola,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1014,1547,45.47,1.72,64.34,Masculino,Castanho,Preto,Envenenamento,Casa,Negra,Classe Média,Coringon de le pinheirinho Silva
1015,663,11.71,1.88,84.19,Masculino,Azul,Loiro,Esfaqueamento,Casa,Amarela,Classe Alta,ElBigodon Camacho
1016,1796,31.46,1.88,80.95,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
1017,1682,29.92,1.75,79.96,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1018,764,19.33,1.59,32.47,Masculino,Azul,Castanho,Estrangulamento,Casa,Branca,Classe Alta,ElBigodon Camacho
1019,1376,18.79,1.51,46.51,Feminino,Castanho,Castanho,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1020,876,55.66,1.73,80.42,Masculino,Azul,Castanho,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1021,600,19.23,1.56,69.75,Masculino,Azul,Castanho,Contusão,Escola,Negra,Classe Média,ElBigodon Camacho
1022,1751,27.8,1.76,74.42,Feminino,Verde,Preto,Envenenamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
1023,132,20.78,1.4,51.12,Feminino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1024,809,13.6,1.52,75.39,Feminino,Azul,Loiro,Esfaqueamento,Trabalho,Negra,Classe Baixa,ElBigodon Camacho
1025,1384,45.89,1.74,61.89,Feminino,Castanho,Preto,Esfaqueamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1026,1614,22.91,1.75,76.09,Feminino,Verde,Ruivo,Estrangulamento,Escola,Parda,Classe Alta,Roberto Chimarildo Tomáz
1027,1721,27.54,1.89,38.8,Feminino,Verde,Castanho,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1028,483,37.94,1.53,52.68,Masculino,Preto,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1029,195,36.53,1.85,36.79,Feminino,Azul,Loiro,Esfaqueamento,Escola,Negra,Classe Alta,ElBigodon Camacho
1030,545,56.36,1.6,79.74,Masculino,Castanho,Loiro,Esfaqueamento,Trabalho,Parda,Classe Baixa,ElBigodon Camacho
1031,1789,28.14,1.73,79.79,Feminino,Castanho,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
1032,1447,16.56,1.77,62.61,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1033,727,25.67,1.73,45.8,Masculino,Preto,Ruivo,Envenenamento,Trabalho,Parda,Classe Baixa,Coringon de le pinheirinho Silva
1034,1685,31.98,1.88,56.45,Feminino,Castanho,Ruivo,Estrangulamento,Escola,Negra,Classe Média,Roberto Chimarildo Tomáz
1035,431,21.26,1.42,88.18,Feminino,Preto,Castanho,Esfaqueamento,Rua,Negra,Classe Média,ElBigodon Camacho
1036,64,16.76,1.77,42.76,Feminino,Preto,Ruivo,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1037,1663,23.16,1.87,61.07,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1038,697,54.55,1.53,38.3,Feminino,Preto,Castanho,Envenenamento,Rua,Branca,Classe Alta,ElBigodon Camacho
1039,1191,24.89,1.52,61.44,Masculino,Preto,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1040,830,46.1,1.48,35.61,Masculino,Azul,Ruivo,Envenenamento,Trabalho,Negra,Classe Média,ElBigodon Camacho
1041,1171,17.99,1.86,56.5,Masculino,Preto,Loiro,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1042,928,52.34,1.59,67.98,Feminino,Castanho,Castanho,Esfaqueamento,Trabalho,Parda,Classe Média,Coringon de le pinheirinho Silva
1043,1057,40.06,1.56,43.43,Feminino,Verde,Preto,Estrangulamento,Rua,Negra,Classe Média,Roberto Chimarildo Tomáz
1044,1534,44.54,1.63,79.26,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1045,1527,34.18,1.43,60.14,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1046,580,24.13,1.43,42.36,Masculino,Preto,Ruivo,Esfaqueamento,Rua,Negra,Classe Alta,ElBigodon Camacho
1047,1456,42.02,1.62,64.99,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1048,1308,18.26,1.44,34.55,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1049,266,56.69,1.61,68.83,Feminino,Preto,Ruivo,Envenenamento,Rua,Branca,Classe Baixa,Roberto Chimarildo Tomáz
1050,97,48.17,1.61,40.96,Masculino,Castanho,Castanho,Contusão,Escola,Branca,Classe Média,ElBigodon Camacho
1051,138,31.99,1.78,45.98,Masculino,Verde,Ruivo,Contusão,Escola,Negra,Classe Baixa,Roberto Chimarildo Tomáz
1052,1571,45.18,1.62,66.7,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1053,283,25.89,1.41,30.36,Masculino,Verde,Loiro,Contusão,Rua,Parda,Classe Baixa,ElBigodon Camacho
1054,306,21.0,1.47,72.76,Masculino,Azul,Preto,Esfaqueamento,Trabalho,Amarela,Classe Baixa,ElBigodon Camacho
1055,1782,25.8,1.72,80.08,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Média,Roberto Chimarildo Tomáz
1056,1056,25.52,1.54,86.87,Feminino,Castanho,Loiro,Contusão,Casa,Branca,Classe Média,Coringon de le pinheirinho Silva
1057,298,16.65,1.66,35.44,Masculino,Verde,Loiro,Contusão,Casa,Parda,Classe Baixa,ElBigodon Camacho
1058,1261,17.78,1.54,40.33,Feminino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1059,824,27.7,1.88,50.51,Feminino,Azul,Loiro,Esfaqueamento,Escola,Amarela,Classe Alta,ElBigodon Camacho
1060,469,58.48,1.42,60.69,Feminino,Azul,Loiro,Estrangulamento,Rua,Branca,Classe Média,ElBigodon Camacho
1061,42,48.78,1.46,82.12,Feminino,Preto,Loiro,Envenenamento,Trabalho,Branca,Classe Baixa,ElBigodon Camacho
1062,968,44.95,1.59,40.77,Feminino,Azul,Loiro,Envenenamento,Casa,Parda,Classe Baixa,Coringon de le pinheirinho Silva
1063,181,54.48,1.74,81.58,Feminino,Verde,Preto,Estrangulamento,Trabalho,Negra,Classe Média,Roberto Chimarildo Tomáz
1064,941,36.09,1.87,60.86,Feminino,Azul,Ruivo,Envenenamento,Rua,Negra,Classe Alta,Roberto Chimarildo Tomáz
1065,665,41.19,1.74,67.75,Masculino,Castanho,Loiro,Esfaqueamento,Escola,Amarela,Classe Baixa,ElBigodon Camacho
1066,358,15.4,1.75,30.6,Feminino,Preto,Loiro,Envenenamento,Casa,Branca,Classe Média,ElBigodon Camacho
1067,1252,19.63,1.47,45.79,Masculino,Azul,Ruivo,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1068,1058,13.57,1.58,86.13,Feminino,Azul,Preto,Esfaqueamento,Escola,Parda,Classe Média,ElBigodon Camacho
1069,878,29.98,1.58,42.89,Feminino,Castanho,Castanho,Envenenamento,Rua,Parda,Classe Alta,Coringon de le pinheirinho Silva
1070,1026,46.31,1.88,89.72,Feminino,Preto,Preto,Esfaqueamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1071,1626,26.07,1.77,77.59,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
1072,1559,21.64,1.71,65.75,Masculino,Castanho,Preto,Esfaqueamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1073,1140,47.7,1.41,89.4,Feminino,Verde,Castanho,Contusão,Rua,Parda,Classe Alta,Roberto Chimarildo Tomáz
1074,1656,29.6,1.76,84.25,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
1075,510,52.4,1.67,53.2,Masculino,Castanho,Loiro,Envenenamento,Escola,Negra,Classe Média,Coringon de le pinheirinho Silva
1076,264,37.59,1.68,85.41,Feminino,Preto,Castanho,Contusão,Trabalho,Amarela,Classe Baixa,Roberto Chimarildo Tomáz
1077,758,40.83,1.56,63.75,Masculino,Verde,Castanho,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1078,270,56.65,1.65,38.13,Feminino,Azul,Ruivo,Esfaqueamento,Trabalho,Branca,Classe Baixa,ElBigodon Camacho
1079,763,36.78,1.4,44.39,Masculino,Verde,Loiro,Envenenamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
1080,718,32.61,1.58,32.98,Masculino,Verde,Ruivo,Esfaqueamento,Rua,Amarela,Classe Média,ElBigodon Camacho
1081,82,57.32,1.45,81.3,Feminino,Castanho,Preto,Envenenamento,Escola,Branca,Classe Baixa,Coringon de le pinheirinho Silva
1082,74,43.85,1.71,52.01,Feminino,Verde,Loiro,Contusão,Rua,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1083,1280,15.64,1.54,36.54,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1084,236,19.04,1.59,69.27,Feminino,Castanho,Loiro,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
1085,1256,13.56,1.62,40.84,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1086,930,20.25,1.75,82.09,Feminino,Preto,Preto,Esfaqueamento,Escola,Parda,Classe Baixa,Coringon de le pinheirinho Silva
1087,988,23.79,1.81,83.19,Feminino,Castanho,Castanho,Esfaqueamento,Trabalho,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1088,818,50.73,1.89,75.0,Masculino,Castanho,Loiro,Contusão,Rua,Branca,Classe Alta,ElBigodon Camacho
1089,686,46.44,1.56,66.7,Feminino,Verde,Ruivo,Contusão,Rua,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1090,1675,22.58,1.8,86.63,Feminino,Verde,Ruivo,Esfaqueamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1091,1479,34.67,1.75,73.74,Masculino,Azul,Preto,Contusão,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1092,141,14.26,1.78,38.89,Feminino,Preto,Loiro,Envenenamento,Escola,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1093,923,41.5,1.66,62.41,Feminino,Verde,Loiro,Estrangulamento,Casa,Parda,Classe Média,Roberto Chimarildo Tomáz
1094,1054,58.99,1.8,65.66,Feminino,Azul,Loiro,Contusão,Casa,Negra,Classe Média,ElBigodon Camacho
1095,836,17.9,1.87,70.05,Masculino,Preto,Ruivo,Envenenamento,Trabalho,Amarela,Classe Baixa,Roberto Chimarildo Tomáz
1096,943,30.24,1.52,32.63,Feminino,Verde,Ruivo,Estrangulamento,Escola,Branca,Classe Alta,Roberto Chimarildo Tomáz
1097,1418,34.81,1.74,53.74,Feminino,Castanho,Preto,Envenenamento,Escola,Amarela,Classe Média,Coringon de le pinheirinho Silva
1098,425,43.96,1.67,46.88,Masculino,Castanho,Preto,Contusão,Trabalho,Amarela,Classe Baixa,Coringon de le pinheirinho Silva
1099,465,51.49,1.56,32.49,Feminino,Verde,Castanho,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1100,1660,22.79,1.76,77.9,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1101,1561,36.12,1.78,60.65,Masculino,Castanho,Ruivo,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1102,1638,27.07,1.78,39.35,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
1103,1493,46.71,1.73,47.93,Feminino,Castanho,Preto,Envenenamento,Escola,Negra,Classe Média,Coringon de le pinheirinho Silva
1104,61,42.56,1.51,63.26,Feminino,Castanho,Castanho,Estrangulamento,Escola,Negra,Classe Baixa,Roberto Chimarildo Tomáz
1105,664,26.62,1.6,65.61,Masculino,Verde,Preto,Envenenamento,Trabalho,Amarela,Classe Baixa,Coringon de le pinheirinho Silva
1106,434,22.67,1.48,89.97,Feminino,Preto,Preto,Esfaqueamento,Casa,Parda,Classe Baixa,Coringon de le pinheirinho Silva
1107,399,45.77,1.77,81.81,Feminino,Castanho,Loiro,Esfaqueamento,Rua,Branca,Classe Alta,ElBigodon Camacho
1108,1617,21.58,1.8,85.17,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
1109,919,13.06,1.9,55.2,Feminino,Preto,Castanho,Esfaqueamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1110,1357,22.51,1.42,33.99,Masculino,Castanho,Loiro,Esfaqueamento,Rua,Amarela,Classe Média,ElBigodon Camacho
1111,1164,51.89,1.79,79.18,Feminino,Azul,Preto,Contusão,Escola,Negra,Classe Média,Coringon de le pinheirinho Silva
1112,730,38.03,1.73,40.3,Masculino,Verde,Preto,Envenenamento,Rua,Branca,Classe Alta,ElBigodon Camacho
1113,1082,49.21,1.67,57.63,Masculino,Preto,Ruivo,Contusão,Rua,Parda,Classe Alta,Roberto Chimarildo Tomáz
1114,1242,28.9,1.49,59.82,Masculino,Azul,Loiro,Esfaqueamento,Rua,Amarela,Classe Alta,ElBigodon Camacho
1115,1443,38.41,1.77,56.64,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1116,905,25.89,1.5,62.89,Masculino,Preto,Preto,Estrangulamento,Trabalho,Parda,Classe Alta,Roberto Chimarildo Tomáz
1117,1482,33.67,1.79,64.09,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Baixa,Coringon de le pinheirinho Silva
1118,1187,28.61,1.73,51.74,Masculino,Azul,Ruivo,Estrangulamento,Escola,Negra,Classe Alta,Roberto Chimarildo Tomáz
1119,495,47.13,1.54,65.34,Masculino,Verde,Ruivo,Envenenamento,Rua,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1120,605,38.35,1.46,77.08,Masculino,Castanho,Ruivo,Envenenamento,Trabalho,Amarela,Classe Média,Coringon de le pinheirinho Silva
1121,1735,21.96,1.74,79.09,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Média,Roberto Chimarildo Tomáz
1122,926,10.65,1.56,68.03,Masculino,Azul,Castanho,Envenenamento,Trabalho,Amarela,Classe Alta,ElBigodon Camacho
1123,1788,25.08,1.73,73.74,Feminino,Verde,Ruivo,Contusão,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1124,1155,53.47,1.8,37.8,Feminino,Castanho,Loiro,Esfaqueamento,Trabalho,Branca,Classe Média,ElBigodon Camacho
1125,246,52.77,1.83,83.11,Masculino,Verde,Ruivo,Estrangulamento,Rua,Negra,Classe Baixa,Roberto Chimarildo Tomáz
1126,203,32.83,1.81,41.41,Masculino,Castanho,Castanho,Esfaqueamento,Escola,Negra,Classe Baixa,ElBigodon Camacho
1127,1121,56.73,1.6,75.6,Masculino,Verde,Loiro,Contusão,Casa,Amarela,Classe Média,ElBigodon Camacho
1128,454,40.08,1.65,62.93,Masculino,Preto,Castanho,Envenenamento,Trabalho,Parda,Classe Alta,Coringon de le pinheirinho Silva
1129,562,24.17,1.66,80.99,Masculino,Castanho,Preto,Contusão,Rua,Parda,Classe Média,Coringon de le pinheirinho Silva
1130,391,49.93,1.54,85.49,Masculino,Azul,Castanho,Contusão,Escola,Branca,Classe Baixa,ElBigodon Camacho
